"age_group","symptom date","cases","deaths","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"01-04 years","2020-03-12","0","0","2","0","0.14285714285714","0"
"01-04 years","2020-03-13","0","0","2","0","0.14285714285714","0"
"01-04 years","2020-03-14","0","0","2","0","0.14285714285714","0"
"01-04 years","2020-03-15","1","0","3","0","0.28571428571428","0"
"01-04 years","2020-03-16","0","0","3","0","0.28571428571428","0"
"01-04 years","2020-03-17","0","0","3","0","0.28571428571428","0"
"01-04 years","2020-03-18","1","0","4","0","0.28571428571428","0"
"01-04 years","2020-03-19","0","0","4","0","0.28571428571428","0"
"01-04 years","2020-03-20","0","0","4","0","0.28571428571428","0"
"01-04 years","2020-03-21","0","0","4","0","0.28571428571428","0"
"01-04 years","2020-03-22","0","0","4","0","0.14285714285714","0"
"01-04 years","2020-03-23","0","0","4","0","0.14285714285714","0"
"01-04 years","2020-03-24","1","0","5","0","0.28571428571428","0"
"01-04 years","2020-03-25","0","0","5","0","0.14285714285714","0"
"01-04 years","2020-03-26","2","0","7","0","0.42857142857142","0"
"01-04 years","2020-03-27","1","0","8","0","0.57142857142857","0"
"01-04 years","2020-03-28","0","0","8","0","0.57142857142857","0"
"01-04 years","2020-03-29","0","0","8","0","0.57142857142857","0"
"01-04 years","2020-03-30","1","0","9","0","0.71428571428571","0"
"01-04 years","2020-03-31","4","0","13","0","1.14285714285714","0"
"01-04 years","2020-04-01","3","0","16","0","1.57142857142857","0"
"01-04 years","2020-04-02","1","0","17","0","1.42857142857142","0"
"01-04 years","2020-04-03","4","0","21","0","1.85714285714285","0"
"01-04 years","2020-04-04","0","0","21","0","1.85714285714285","0"
"01-04 years","2020-04-05","0","0","21","0","1.85714285714285","0"
"01-04 years","2020-04-06","1","0","22","0","1.85714285714285","0"
"01-04 years","2020-04-07","3","0","25","0","1.71428571428571","0"
"01-04 years","2020-04-08","2","0","27","0","1.57142857142857","0"
"01-04 years","2020-04-09","2","0","29","0","1.71428571428571","0"
"01-04 years","2020-04-10","4","0","33","0","1.71428571428571","0"
"01-04 years","2020-04-11","1","0","34","0","1.85714285714285","0"
"01-04 years","2020-04-12","0","0","34","0","1.85714285714285","0"
"01-04 years","2020-04-13","7","0","41","0","2.71428571428571","0"
"01-04 years","2020-04-14","3","0","44","0","2.71428571428571","0"
"01-04 years","2020-04-15","1","0","45","0","2.57142857142857","0"
"01-04 years","2020-04-16","3","0","48","0","2.71428571428571","0"
"01-04 years","2020-04-17","1","0","49","0","2.28571428571428","0"
"01-04 years","2020-04-18","2","0","51","0","2.42857142857142","0"
"01-04 years","2020-04-19","1","0","52","0","2.57142857142857","0"
"01-04 years","2020-04-20","5","0","57","0","2.28571428571428","0"
"01-04 years","2020-04-21","3","0","60","0","2.28571428571428","0"
"01-04 years","2020-04-22","2","0","62","0","2.42857142857142","0"
"01-04 years","2020-04-23","6","0","68","0","2.85714285714285","0"
"01-04 years","2020-04-24","5","0","73","0","3.42857142857142","0"
"01-04 years","2020-04-25","4","0","77","0","3.71428571428571","0"
"01-04 years","2020-04-26","3","0","80","0","4","0"
"01-04 years","2020-04-27","6","0","86","0","4.14285714285714","0"
"01-04 years","2020-04-28","1","0","87","0","3.85714285714285","0"
"01-04 years","2020-04-29","3","0","90","0","4","0"
"01-04 years","2020-04-30","3","0","93","0","3.57142857142857","0"
"01-04 years","2020-05-01","8","0","101","0","4","0"
"01-04 years","2020-05-02","2","0","103","0","3.71428571428571","0"
"01-04 years","2020-05-03","1","0","104","0","3.42857142857142","0"
"01-04 years","2020-05-04","4","0","108","0","3.14285714285714","0"
"01-04 years","2020-05-05","2","0","110","0","3.28571428571428","0"
"01-04 years","2020-05-06","3","0","113","0","3.28571428571428","0"
"01-04 years","2020-05-07","1","0","114","0","3","0"
"01-04 years","2020-05-08","5","0","119","0","2.57142857142857","0"
"01-04 years","2020-05-09","3","0","122","0","2.71428571428571","0"
"01-04 years","2020-05-10","4","0","126","0","3.14285714285714","0"
"01-04 years","2020-05-11","7","0","133","0","3.57142857142857","0"
"01-04 years","2020-05-12","4","0","137","0","3.85714285714285","0"
"01-04 years","2020-05-13","5","0","142","0","4.14285714285714","0"
"01-04 years","2020-05-14","8","0","150","0","5.14285714285714","0"
"01-04 years","2020-05-15","8","0","158","0","5.57142857142857","0"
"01-04 years","2020-05-16","1","0","159","0","5.28571428571428","0"
"01-04 years","2020-05-17","3","0","162","0","5.14285714285714","0"
"01-04 years","2020-05-18","10","0","172","0","5.57142857142857","0"
"01-04 years","2020-05-19","8","0","180","0","6.14285714285714","0"
"01-04 years","2020-05-20","9","0","189","0","6.71428571428571","0"
"01-04 years","2020-05-21","10","0","199","0","7","0"
"01-04 years","2020-05-22","6","0","205","0","6.71428571428571","0"
"01-04 years","2020-05-23","7","0","212","0","7.57142857142857","0"
"01-04 years","2020-05-24","2","0","214","0","7.42857142857143","0"
"01-04 years","2020-05-25","3","0","217","0","6.42857142857143","0"
"01-04 years","2020-05-26","8","0","225","0","6.42857142857143","0"
"01-04 years","2020-05-27","10","0","235","0","6.57142857142857","0"
"01-04 years","2020-05-28","8","0","243","0","6.28571428571428","0"
"01-04 years","2020-05-29","6","0","249","0","6.28571428571428","0"
"01-04 years","2020-05-30","10","0","259","0","6.71428571428571","0"
"01-04 years","2020-05-31","3","0","262","0","6.85714285714285","0"
"01-04 years","2020-06-01","9","0","271","0","7.71428571428571","0"
"01-04 years","2020-06-02","19","0","290","0","9.28571428571428","0"
"01-04 years","2020-06-03","10","0","300","0","9.28571428571428","0"
"01-04 years","2020-06-04","13","0","313","0","10","0"
"01-04 years","2020-06-05","16","0","329","0","11.4285714285714","0"
"01-04 years","2020-06-06","4","0","333","0","10.5714285714285","0"
"01-04 years","2020-06-07","4","0","337","0","10.7142857142857","0"
"01-04 years","2020-06-08","13","0","350","0","11.2857142857142","0"
"01-04 years","2020-06-09","11","0","361","0","10.1428571428571","0"
"01-04 years","2020-06-10","11","0","372","0","10.2857142857142","0"
"01-04 years","2020-06-11","19","0","391","0","11.1428571428571","0"
"01-04 years","2020-06-12","15","0","406","0","11","0"
"01-04 years","2020-06-13","10","0","416","0","11.8571428571428","0"
"01-04 years","2020-06-14","9","0","425","0","12.5714285714285","0"
"01-04 years","2020-06-15","24","0","449","0","14.1428571428571","0"
"01-04 years","2020-06-16","23","0","472","0","15.8571428571428","0"
"01-04 years","2020-06-17","29","0","501","0","18.4285714285714","0"
"01-04 years","2020-06-18","23","0","524","0","19","0"
"01-04 years","2020-06-19","33","0","557","0","21.5714285714285","0"
"01-04 years","2020-06-20","24","0","581","0","23.5714285714285","0"
"01-04 years","2020-06-21","9","0","590","0","23.5714285714285","0"
"01-04 years","2020-06-22","34","0","624","0","25","0"
"01-04 years","2020-06-23","34","0","658","0","26.5714285714285","0"
"01-04 years","2020-06-24","36","0","694","0","27.5714285714285","0"
"01-04 years","2020-06-25","48","0","742","0","31.1428571428571","0"
"01-04 years","2020-06-26","45","0","787","0","32.8571428571428","0"
"01-04 years","2020-06-27","29","0","816","0","33.5714285714285","0"
"01-04 years","2020-06-28","27","0","843","0","36.1428571428571","0"
"01-04 years","2020-06-29","45","0","888","0","37.7142857142857","0"
"01-04 years","2020-06-30","57","0","945","0","41","0"
"01-04 years","2020-07-01","72","0","1017","0","46.1428571428571","0"
"01-04 years","2020-07-02","48","0","1065","0","46.1428571428571","0"
"01-04 years","2020-07-03","22","0","1087","0","42.8571428571428","0"
"01-04 years","2020-07-04","9","0","1096","0","40","0"
"01-04 years","2020-07-05","15","0","1111","0","38.2857142857142","0"
"01-04 years","2020-07-06","71","0","1182","0","42","0"
"01-04 years","2020-07-07","66","0","1248","0","43.2857142857142","0"
"01-04 years","2020-07-08","56","0","1304","0","41","0"
"01-04 years","2020-07-09","60","0","1364","0","42.7142857142857","0"
"01-04 years","2020-07-10","57","0","1421","0","47.7142857142857","0"
"01-04 years","2020-07-11","41","0","1462","0","52.2857142857142","0"
"01-04 years","2020-07-12","18","0","1480","0","52.7142857142857","0"
"01-04 years","2020-07-13","72","0","1552","0","52.8571428571428","0"
"01-04 years","2020-07-14","57","0","1609","0","51.5714285714285","0"
"01-04 years","2020-07-15","72","0","1681","0","53.8571428571428","0"
"01-04 years","2020-07-16","34","0","1715","0","50.1428571428571","0"
"01-04 years","2020-07-17","57","0","1772","0","50.1428571428571","0"
"01-04 years","2020-07-18","33","0","1805","0","49","0"
"01-04 years","2020-07-19","12","0","1817","0","48.1428571428571","0"
"01-04 years","2020-07-20","62","0","1879","0","46.7142857142857","0"
"01-04 years","2020-07-21","54","0","1933","0","46.2857142857142","0"
"01-04 years","2020-07-22","44","0","1977","0","42.2857142857142","0"
"01-04 years","2020-07-23","59","0","2036","0","45.8571428571428","0"
"01-04 years","2020-07-24","64","0","2100","0","46.8571428571428","0"
"01-04 years","2020-07-25","30","0","2130","0","46.4285714285714","0"
"01-04 years","2020-07-26","15","0","2145","0","46.8571428571428","0"
"01-04 years","2020-07-27","53","0","2198","0","45.5714285714285","0"
"01-04 years","2020-07-28","46","0","2244","0","44.4285714285714","0"
"01-04 years","2020-07-29","38","0","2282","0","43.5714285714285","0"
"01-04 years","2020-07-30","42","0","2324","0","41.1428571428571","0"
"01-04 years","2020-07-31","35","0","2359","0","37","0"
"01-04 years","2020-08-01","26","0","2385","0","36.4285714285714","0"
"01-04 years","2020-08-02","22","0","2407","0","37.4285714285714","0"
"01-04 years","2020-08-03","45","0","2452","0","36.2857142857142","0"
"01-04 years","2020-08-04","52","0","2504","0","37.1428571428571","0"
"01-04 years","2020-08-05","45","0","2549","0","38.1428571428571","0"
"01-04 years","2020-08-06","43","0","2592","0","38.2857142857142","0"
"01-04 years","2020-08-07","38","0","2630","0","38.7142857142857","0"
"01-04 years","2020-08-08","23","0","2653","0","38.2857142857142","0"
"01-04 years","2020-08-09","20","0","2673","0","38","0"
"01-04 years","2020-08-10","47","0","2720","0","38.2857142857142","0"
"01-04 years","2020-08-11","35","0","2755","0","35.8571428571428","0"
"01-04 years","2020-08-12","30","0","2785","0","33.7142857142857","0"
"01-04 years","2020-08-13","37","0","2822","0","32.8571428571428","0"
"01-04 years","2020-08-14","40","0","2862","0","33.1428571428571","0"
"01-04 years","2020-08-15","29","0","2891","0","34","0"
"01-04 years","2020-08-16","11","0","2902","0","32.7142857142857","0"
"01-04 years","2020-08-17","45","0","2947","0","32.4285714285714","0"
"01-04 years","2020-08-18","45","0","2992","0","33.8571428571428","0"
"01-04 years","2020-08-19","23","0","3015","0","32.8571428571428","0"
"01-04 years","2020-08-20","28","0","3043","0","31.5714285714285","0"
"01-04 years","2020-08-21","34","0","3077","0","30.7142857142857","0"
"01-04 years","2020-08-22","15","0","3092","0","28.7142857142857","0"
"01-04 years","2020-08-23","16","0","3108","0","29.4285714285714","0"
"01-04 years","2020-08-24","37","0","3145","0","28.2857142857142","0"
"01-04 years","2020-08-25","21","0","3166","0","24.8571428571428","0"
"01-04 years","2020-08-26","31","0","3197","0","26","0"
"01-04 years","2020-08-27","22","0","3219","0","25.1428571428571","0"
"01-04 years","2020-08-28","17","1","3236","1","22.7142857142857","0.14285714285714"
"01-04 years","2020-08-29","13","0","3249","1","22.4285714285714","0.14285714285714"
"01-04 years","2020-08-30","7","0","3256","1","21.1428571428571","0.14285714285714"
"01-04 years","2020-08-31","26","0","3282","1","19.5714285714285","0.14285714285714"
"01-04 years","2020-09-01","29","0","3311","1","20.7142857142857","0.14285714285714"
"01-04 years","2020-09-02","17","0","3328","1","18.7142857142857","0.14285714285714"
"01-04 years","2020-09-03","14","0","3342","1","17.5714285714285","0.14285714285714"
"01-04 years","2020-09-04","18","0","3360","1","17.7142857142857","0"
"01-04 years","2020-09-05","13","0","3373","1","17.7142857142857","0"
"01-04 years","2020-09-06","6","0","3379","1","17.5714285714285","0"
"01-04 years","2020-09-07","7","0","3386","1","14.8571428571428","0"
"01-04 years","2020-09-08","16","0","3402","1","13","0"
"01-04 years","2020-09-09","23","0","3425","1","13.8571428571428","0"
"01-04 years","2020-09-10","27","0","3452","1","15.7142857142857","0"
"01-04 years","2020-09-11","15","0","3467","1","15.2857142857142","0"
"01-04 years","2020-09-12","9","0","3476","1","14.7142857142857","0"
"01-04 years","2020-09-13","7","0","3483","1","14.8571428571428","0"
"01-04 years","2020-09-14","24","0","3507","1","17.2857142857142","0"
"01-04 years","2020-09-15","23","0","3530","1","18.2857142857142","0"
"01-04 years","2020-09-16","7","0","3537","1","16","0"
"01-04 years","2020-09-17","13","0","3550","1","14","0"
"01-04 years","2020-09-18","16","0","3566","1","14.1428571428571","0"
"01-04 years","2020-09-19","8","0","3574","1","14","0"
"01-04 years","2020-09-20","10","0","3584","1","14.4285714285714","0"
"01-04 years","2020-09-21","21","0","3605","1","14","0"
"01-04 years","2020-09-22","15","0","3620","1","12.8571428571428","0"
"01-04 years","2020-09-23","12","0","3632","1","13.5714285714285","0"
"01-04 years","2020-09-24","9","0","3641","1","13","0"
"01-04 years","2020-09-25","15","0","3656","1","12.8571428571428","0"
"01-04 years","2020-09-26","10","0","3666","1","13.1428571428571","0"
"01-04 years","2020-09-27","5","0","3671","1","12.4285714285714","0"
"01-04 years","2020-09-28","8","0","3679","1","10.5714285714285","0"
"01-04 years","2020-09-29","18","0","3697","1","11","0"
"01-04 years","2020-09-30","11","0","3708","1","10.8571428571428","0"
"01-04 years","2020-10-01","9","0","3717","1","10.8571428571428","0"
"01-04 years","2020-10-02","18","0","3735","1","11.2857142857142","0"
"01-04 years","2020-10-03","11","0","3746","1","11.4285714285714","0"
"01-04 years","2020-10-04","6","0","3752","1","11.5714285714285","0"
"01-04 years","2020-10-05","15","0","3767","1","12.5714285714285","0"
"01-04 years","2020-10-06","11","0","3778","1","11.5714285714285","0"
"01-04 years","2020-10-07","15","0","3793","1","12.1428571428571","0"
"01-04 years","2020-10-08","6","0","3799","1","11.7142857142857","0"
"01-04 years","2020-10-09","2","0","3801","1","9.42857142857143","0"
"01-04 years","2020-10-10","0","0","3801","1","7.85714285714285","0"
"05-09 years","2020-02-01","0","0","0","0","0","0"
"05-09 years","2020-02-02","0","0","0","0","0","0"
"05-09 years","2020-02-03","0","0","0","0","0","0"
"05-09 years","2020-02-04","0","0","0","0","0","0"
"05-09 years","2020-02-05","0","0","0","0","0","0"
"05-09 years","2020-02-06","0","0","0","0","0","0"
"05-09 years","2020-02-07","0","0","0","0","0","0"
"05-09 years","2020-02-08","0","0","0","0","0","0"
"05-09 years","2020-02-09","0","0","0","0","0","0"
"05-09 years","2020-02-10","0","0","0","0","0","0"
"05-09 years","2020-02-11","0","0","0","0","0","0"
"05-09 years","2020-02-12","0","0","0","0","0","0"
"05-09 years","2020-02-13","0","0","0","0","0","0"
"05-09 years","2020-02-14","0","0","0","0","0","0"
"05-09 years","2020-02-15","0","0","0","0","0","0"
"05-09 years","2020-02-16","0","0","0","0","0","0"
"05-09 years","2020-02-17","0","0","0","0","0","0"
"05-09 years","2020-02-18","0","0","0","0","0","0"
"05-09 years","2020-02-19","0","0","0","0","0","0"
"05-09 years","2020-02-20","0","0","0","0","0","0"
"05-09 years","2020-02-21","0","0","0","0","0","0"
"05-09 years","2020-02-22","0","0","0","0","0","0"
"05-09 years","2020-02-23","0","0","0","0","0","0"
"05-09 years","2020-02-24","0","0","0","0","0","0"
"05-09 years","2020-02-25","0","0","0","0","0","0"
"05-09 years","2020-02-26","0","0","0","0","0","0"
"05-09 years","2020-02-27","0","0","0","0","0","0"
"05-09 years","2020-02-28","1","0","1","0","0.14285714285714","0"
"05-09 years","2020-02-29","0","0","1","0","0.14285714285714","0"
"05-09 years","2020-03-01","0","0","1","0","0.14285714285714","0"
"05-09 years","2020-03-02","0","0","1","0","0.14285714285714","0"
"05-09 years","2020-03-03","0","0","1","0","0.14285714285714","0"
"05-09 years","2020-03-04","0","0","1","0","0.14285714285714","0"
"05-09 years","2020-03-05","0","0","1","0","0.14285714285714","0"
"05-09 years","2020-03-06","0","0","1","0","0","0"
"05-09 years","2020-03-07","0","0","1","0","0","0"
"05-09 years","2020-03-08","0","0","1","0","0","0"
"05-09 years","2020-03-09","0","0","1","0","0","0"
"05-09 years","2020-03-10","0","0","1","0","0","0"
"05-09 years","2020-03-11","2","0","3","0","0.28571428571428","0"
"05-09 years","2020-03-12","0","0","3","0","0.28571428571428","0"
"05-09 years","2020-03-13","0","0","3","0","0.28571428571428","0"
"05-09 years","2020-03-14","0","0","3","0","0.28571428571428","0"
"05-09 years","2020-03-15","0","0","3","0","0.28571428571428","0"
"05-09 years","2020-03-16","1","0","4","0","0.42857142857142","0"
"05-09 years","2020-03-17","1","0","5","0","0.57142857142857","0"
"05-09 years","2020-03-18","0","0","5","0","0.28571428571428","0"
"05-09 years","2020-03-19","0","0","5","0","0.28571428571428","0"
"05-09 years","2020-03-20","0","0","5","0","0.28571428571428","0"
"05-09 years","2020-03-21","3","0","8","0","0.71428571428571","0"
"05-09 years","2020-03-22","0","0","8","0","0.71428571428571","0"
"05-09 years","2020-03-23","1","0","9","0","0.71428571428571","0"
"05-09 years","2020-03-24","0","0","9","0","0.57142857142857","0"
"05-09 years","2020-03-25","2","0","11","0","0.85714285714285","0"
"05-09 years","2020-03-26","1","0","12","0","1","0"
"05-09 years","2020-03-27","0","0","12","0","1","0"
"05-09 years","2020-03-28","0","0","12","0","0.57142857142857","0"
"05-09 years","2020-03-29","2","0","14","0","0.85714285714285","0"
"05-09 years","2020-03-30","1","0","15","0","0.85714285714285","0"
"05-09 years","2020-03-31","1","0","16","0","1","0"
"05-09 years","2020-04-01","4","0","20","0","1.28571428571428","0"
"05-09 years","2020-04-02","2","0","22","0","1.42857142857142","0"
"05-09 years","2020-04-03","2","0","24","0","1.71428571428571","0"
"05-09 years","2020-04-04","0","0","24","0","1.71428571428571","0"
"05-09 years","2020-04-05","1","0","25","0","1.57142857142857","0"
"05-09 years","2020-04-06","2","0","27","0","1.71428571428571","0"
"05-09 years","2020-04-07","1","0","28","0","1.71428571428571","0"
"05-09 years","2020-04-08","1","0","29","0","1.28571428571428","0"
"05-09 years","2020-04-09","2","0","31","0","1.28571428571428","0"
"05-09 years","2020-04-10","6","0","37","0","1.85714285714285","0"
"05-09 years","2020-04-11","0","0","37","0","1.85714285714285","0"
"05-09 years","2020-04-12","0","0","37","0","1.71428571428571","0"
"05-09 years","2020-04-13","1","0","38","0","1.57142857142857","0"
"05-09 years","2020-04-14","0","0","38","0","1.42857142857142","0"
"05-09 years","2020-04-15","1","0","39","0","1.42857142857142","0"
"05-09 years","2020-04-16","4","0","43","0","1.71428571428571","0"
"05-09 years","2020-04-17","3","0","46","0","1.28571428571428","0"
"05-09 years","2020-04-18","1","0","47","0","1.42857142857142","0"
"05-09 years","2020-04-19","4","0","51","0","2","0"
"05-09 years","2020-04-20","5","0","56","0","2.57142857142857","0"
"05-09 years","2020-04-21","5","0","61","0","3.28571428571428","0"
"05-09 years","2020-04-22","2","0","63","0","3.42857142857142","0"
"05-09 years","2020-04-23","1","0","64","0","3","0"
"05-09 years","2020-04-24","12","0","76","0","4.28571428571428","0"
"05-09 years","2020-04-25","5","0","81","0","4.85714285714285","0"
"05-09 years","2020-04-26","3","0","84","0","4.71428571428571","0"
"05-09 years","2020-04-27","11","0","95","0","5.57142857142857","0"
"05-09 years","2020-04-28","12","0","107","0","6.57142857142857","0"
"05-09 years","2020-04-29","9","0","116","0","7.57142857142857","0"
"05-09 years","2020-04-30","4","0","120","0","8","0"
"05-09 years","2020-05-01","10","0","130","0","7.71428571428571","0"
"05-09 years","2020-05-02","3","0","133","0","7.42857142857143","0"
"05-09 years","2020-05-03","1","0","134","0","7.14285714285714","0"
"05-09 years","2020-05-04","2","0","136","0","5.85714285714285","0"
"05-09 years","2020-05-05","3","0","139","0","4.57142857142857","0"
"05-09 years","2020-05-06","4","0","143","0","3.85714285714285","0"
"05-09 years","2020-05-07","5","0","148","0","4","0"
"05-09 years","2020-05-08","7","0","155","0","3.57142857142857","0"
"05-09 years","2020-05-09","3","0","158","0","3.57142857142857","0"
"05-09 years","2020-05-10","1","0","159","0","3.57142857142857","0"
"05-09 years","2020-05-11","10","0","169","0","4.71428571428571","0"
"05-09 years","2020-05-12","9","0","178","0","5.57142857142857","0"
"05-09 years","2020-05-13","8","0","186","0","6.14285714285714","0"
"05-09 years","2020-05-14","12","0","198","0","7.14285714285714","0"
"05-09 years","2020-05-15","12","0","210","0","7.85714285714285","0"
"05-09 years","2020-05-16","10","0","220","0","8.85714285714285","0"
"05-09 years","2020-05-17","3","0","223","0","9.14285714285714","0"
"05-09 years","2020-05-18","5","0","228","0","8.42857142857143","0"
"05-09 years","2020-05-19","8","0","236","0","8.28571428571428","0"
"05-09 years","2020-05-20","11","0","247","0","8.71428571428571","0"
"05-09 years","2020-05-21","6","0","253","0","7.85714285714285","0"
"05-09 years","2020-05-22","19","0","272","0","8.85714285714285","0"
"05-09 years","2020-05-23","11","0","283","0","9","0"
"05-09 years","2020-05-24","5","0","288","0","9.28571428571428","0"
"05-09 years","2020-05-25","7","0","295","0","9.57142857142857","0"
"05-09 years","2020-05-26","17","0","312","0","10.8571428571428","0"
"05-09 years","2020-05-27","19","0","331","0","12","0"
"05-09 years","2020-05-28","15","0","346","0","13.2857142857142","0"
"05-09 years","2020-05-29","12","0","358","0","12.2857142857142","0"
"05-09 years","2020-05-30","10","0","368","0","12.1428571428571","0"
"05-09 years","2020-05-31","3","0","371","0","11.8571428571428","0"
"05-09 years","2020-06-01","23","0","394","0","14.1428571428571","0"
"05-09 years","2020-06-02","25","0","419","0","15.2857142857142","0"
"05-09 years","2020-06-03","16","0","435","0","14.8571428571428","0"
"05-09 years","2020-06-04","14","0","449","0","14.7142857142857","0"
"05-09 years","2020-06-05","14","0","463","0","15","0"
"05-09 years","2020-06-06","6","0","469","0","14.4285714285714","0"
"05-09 years","2020-06-07","3","0","472","0","14.4285714285714","0"
"05-09 years","2020-06-08","18","0","490","0","13.7142857142857","0"
"05-09 years","2020-06-09","23","0","513","0","13.4285714285714","0"
"05-09 years","2020-06-10","20","0","533","0","14","0"
"05-09 years","2020-06-11","21","0","554","0","15","0"
"05-09 years","2020-06-12","24","0","578","0","16.4285714285714","0"
"05-09 years","2020-06-13","7","0","585","0","16.5714285714285","0"
"05-09 years","2020-06-14","8","0","593","0","17.2857142857142","0"
"05-09 years","2020-06-15","41","0","634","0","20.5714285714285","0"
"05-09 years","2020-06-16","27","0","661","0","21.1428571428571","0"
"05-09 years","2020-06-17","30","0","691","0","22.5714285714285","0"
"05-09 years","2020-06-18","30","0","721","0","23.8571428571428","0"
"05-09 years","2020-06-19","42","0","763","0","26.4285714285714","0"
"05-09 years","2020-06-20","27","0","790","0","29.2857142857142","0"
"05-09 years","2020-06-21","10","0","800","0","29.5714285714285","0"
"05-09 years","2020-06-22","45","0","845","0","30.1428571428571","0"
"05-09 years","2020-06-23","54","0","899","0","34","0"
"05-09 years","2020-06-24","50","0","949","0","36.8571428571428","0"
"05-09 years","2020-06-25","53","0","1002","0","40.1428571428571","0"
"05-09 years","2020-06-26","67","0","1069","0","43.7142857142857","0"
"05-09 years","2020-06-27","34","0","1103","0","44.7142857142857","0"
"05-09 years","2020-06-28","35","0","1138","0","48.2857142857142","0"
"05-09 years","2020-06-29","63","0","1201","0","50.8571428571428","0"
"05-09 years","2020-06-30","79","0","1280","0","54.4285714285714","0"
"05-09 years","2020-07-01","89","0","1369","0","60","0"
"05-09 years","2020-07-02","80","0","1449","0","63.8571428571428","0"
"05-09 years","2020-07-03","45","0","1494","0","60.7142857142857","0"
"05-09 years","2020-07-04","25","0","1519","0","59.4285714285714","0"
"05-09 years","2020-07-05","21","0","1540","0","57.4285714285714","0"
"05-09 years","2020-07-06","103","0","1643","0","63.1428571428571","0"
"05-09 years","2020-07-07","100","0","1743","0","66.1428571428571","0"
"05-09 years","2020-07-08","82","0","1825","0","65.1428571428571","0"
"05-09 years","2020-07-09","93","0","1918","0","67","0"
"05-09 years","2020-07-10","76","0","1994","0","71.4285714285714","0"
"05-09 years","2020-07-11","53","0","2047","0","75.4285714285714","0"
"05-09 years","2020-07-12","32","0","2079","0","77","0"
"05-09 years","2020-07-13","94","0","2173","0","75.7142857142857","0"
"05-09 years","2020-07-14","85","0","2258","0","73.5714285714285","0"
"05-09 years","2020-07-15","71","0","2329","0","72","0"
"05-09 years","2020-07-16","93","0","2422","0","72","0"
"05-09 years","2020-07-17","78","0","2500","0","72.2857142857143","0"
"05-09 years","2020-07-18","44","0","2544","0","71","0"
"05-09 years","2020-07-19","28","0","2572","0","70.4285714285714","0"
"05-09 years","2020-07-20","91","0","2663","0","70","0"
"05-09 years","2020-07-21","82","0","2745","0","69.5714285714285","0"
"05-09 years","2020-07-22","63","0","2808","0","68.4285714285714","0"
"05-09 years","2020-07-23","65","0","2873","0","64.4285714285714","0"
"05-09 years","2020-07-24","70","0","2943","0","63.2857142857142","0"
"05-09 years","2020-07-25","35","0","2978","0","62","0"
"05-09 years","2020-07-26","20","0","2998","0","60.8571428571428","0"
"05-09 years","2020-07-27","62","0","3060","0","56.7142857142857","0"
"05-09 years","2020-07-28","66","0","3126","0","54.4285714285714","0"
"05-09 years","2020-07-29","59","0","3185","0","53.8571428571428","0"
"05-09 years","2020-07-30","68","0","3253","0","54.2857142857142","0"
"05-09 years","2020-07-31","60","0","3313","0","52.8571428571428","0"
